SEED,SUBJID,Sequence,DATE,SIGN,round,note
2684,55,002_SP -> 002_PP -> 003,,,2,
2684,56,002_SP -> 002_PP -> 003,,,2,
2684,57,002_SP -> 002_PP -> 003,,,2,
2684,58,003 -> 002_SP -> 002_PP,,,2,
2684,59,002_SP -> 002_PP -> 003,,,2,
2684,60,003 -> 002_SP -> 002_PP,,,2,
2684,61,002_SP -> 002_PP -> 003,,,2,
2684,62,003 -> 002_SP -> 002_PP,,,2,
2684,63,002_SP -> 002_PP -> 003,,,2,
2684,64,002_SP -> 002_PP -> 003,,,2,
2684,65,003 -> 002_SP -> 002_PP,,,2,
2684,66,002_SP -> 002_PP -> 003,,,2,
2684,67,002_SP -> 002_PP -> 003,,,2,
2684,68,002_SP -> 002_PP -> 003,,,2,
2684,69,003 -> 002_SP -> 002_PP,,,2,
2684,70,003 -> 002_SP -> 002_PP,,,2,
2684,71,003 -> 002_SP -> 002_PP,,,3,
2684,72,002_SP -> 002_PP -> 003,,,3,
2684,73,003 -> 002_SP -> 002_PP,,,3,
2684,74,003 -> 002_SP -> 002_PP,,,3,
2684,75,003 -> 002_SP -> 002_PP,,,3,
2684,76,002_SP -> 002_PP -> 003,,,3,
2684,77,002_SP -> 002_PP -> 003,,,3,
2684,78,002_SP -> 002_PP -> 003,,,3,
2684,79,002_SP -> 002_PP -> 003,,,3,
2684,80,003 -> 002_SP -> 002_PP,,,3,
2684,81,003 -> 002_SP -> 002_PP,,,3,
2684,82,003 -> 002_SP -> 002_PP,,,3,
2684,83,003 -> 002_SP -> 002_PP,,,3,
2684,84,002_SP -> 002_PP -> 003,,,3,
2684,85,002_SP -> 002_PP -> 003,,,3,
2684,86,002_SP -> 002_PP -> 003,,,3,
2684,87,002_SP -> 002_PP -> 003,,,3,
2684,88,002_SP -> 002_PP -> 003,,,3,
2684,89,002_SP -> 002_PP -> 003,,,3,
2684,90,003 -> 002_SP -> 002_PP,,,3,
