SEED,SUBJID,Sequence,DATE,SIGN,round,Note
5009,67,003 -> 002_SP -> 002_PP,,,3,
5009,68,003 -> 002_SP -> 002_PP,,,3,
5009,69,002_SP -> 002_PP -> 003,,,3,
5009,70,003 -> 002_SP -> 002_PP,,,3,
5009,71,003 -> 002_SP -> 002_PP,,,4,
5009,72,003 -> 002_SP -> 002_PP,,,4,
5009,73,002_SP -> 002_PP -> 003,,,4,
5009,74,003 -> 002_SP -> 002_PP,,,4,
5009,75,002_SP -> 002_PP -> 003,,,4,
5009,76,002_SP -> 002_PP -> 003,,,4,
5009,77,002_SP -> 002_PP -> 003,,,4,
5009,78,002_SP -> 002_PP -> 003,,,4,
5009,79,002_SP -> 002_PP -> 003,,,4,
5009,80,003 -> 002_SP -> 002_PP,,,4,
5009,81,003 -> 002_SP -> 002_PP,,,5,
5009,82,002_SP -> 002_PP -> 003,,,5,
5009,83,003 -> 002_SP -> 002_PP,,,5,
5009,84,002_SP -> 002_PP -> 003,,,5,
5009,85,003 -> 002_SP -> 002_PP,,,5,
5009,86,002_SP -> 002_PP -> 003,,,5,
5009,87,003 -> 002_SP -> 002_PP,,,5,
5009,88,002_SP -> 002_PP -> 003,,,5,
5009,89,003 -> 002_SP -> 002_PP,,,5,
5009,90,002_SP -> 002_PP -> 003,,,5,
5009,91,002_SP -> 002_PP -> 003,,,6,
5009,92,002_SP -> 002_PP -> 003,,,6,
5009,93,002_SP -> 002_PP -> 003,,,6,
5009,94,002_SP -> 002_PP -> 003,,,6,
5009,95,002_SP -> 002_PP -> 003,,,6,
5009,96,003 -> 002_SP -> 002_PP,,,6,
5009,97,003 -> 002_SP -> 002_PP,,,6,
5009,98,002_SP -> 002_PP -> 003,,,6,
5009,99,002_SP -> 002_PP -> 003,,,6,
5009,100,003 -> 002_SP -> 002_PP,,,6,
