"Identical","LAB_SEED","Orientation1","Orientation2","PPList","Picture1","Picture2","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_Pictures_response","correct_Start_POR","correct_Target_response_Prac","correct_Welcome_PP_POR","correct_count","correct_response","count_Check_This","count_Disable_Mouse","count_EXP","count_LAB_SEED","count_Language_Selection","count_List_Select","count_List_Selection","count_POR_selection","count_Pictures_Break","count_Pictures_End","count_Pictures_Exp","count_Pictures_Fixation","count_Pictures_Fixation_Prac","count_Pictures_Prac","count_Pictures_Start","count_Pictures_Target","count_Pictures_Trial","count_Pictures_Welcome","count_Pictures_loop","count_Pictures_response","count_Pictures_response_correct","count_Pictures_response_noans","count_Pictures_response_wrong","count_Prac","count_Prac_Count","count_Prac_Reset","count_Prac_Trial","count_Prac_loop","count_Prac_seq","count_Prac_setup","count_Start_BRA","count_Start_DE","count_Start_E","count_Start_ELL","count_Start_HEB","count_Start_HIN","count_Start_HUN","count_Start_NOR","count_Start_PL","count_Start_POR","count_Start_SC","count_Start_SLK","count_Start_SPA","count_Start_TC","count_Start_THAI","count_Start_TUR","count_Target_Prac","count_Target_response_Prac","count_Target_response_correct_Prac","count_Target_response_noans_Prac","count_Target_response_wrong_Prac","count_Trial_logger","count_Welcome_PP_BRA","count_Welcome_PP_DE","count_Welcome_PP_E","count_Welcome_PP_ELL","count_Welcome_PP_HEB","count_Welcome_PP_HIN","count_Welcome_PP_HUN","count_Welcome_PP_NOR","count_Welcome_PP_PL","count_Welcome_PP_POR","count_Welcome_PP_SC","count_Welcome_PP_SLK","count_Welcome_PP_SPA","count_Welcome_PP_TC","count_Welcome_PP_THAI","count_Welcome_PP_TUR","datetime","de","description","disable_garbage_collection","ell","empty_column","en","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","form_response","fullscreen","heb","height","hin","hun","keyboard_backend","live_row","live_row_Pictures_loop","live_row_Prac","live_row_Prac_loop","logfile","mouse_backend","nor","opensesame_codename","opensesame_version","osf_always_upload_experiment","osf_id","pol","por","por1","por2","repeat_cycle","reset_loop","response","response_Pictures_Break","response_Pictures_End","response_Pictures_response","response_Start_BRA","response_Start_DE","response_Start_E","response_Start_ELL","response_Start_HEB","response_Start_HIN","response_Start_HUN","response_Start_NOR","response_Start_PL","response_Start_POR","response_Start_SC","response_Start_SLK","response_Start_SPA","response_Start_TC","response_Start_THAI","response_Start_TUR","response_Target_response_Prac","response_Welcome_PP_BRA","response_Welcome_PP_DE","response_Welcome_PP_E","response_Welcome_PP_ELL","response_Welcome_PP_HEB","response_Welcome_PP_HIN","response_Welcome_PP_HUN","response_Welcome_PP_NOR","response_Welcome_PP_PL","response_Welcome_PP_POR","response_Welcome_PP_SC","response_Welcome_PP_SLK","response_Welcome_PP_SPA","response_Welcome_PP_TC","response_Welcome_PP_THAI","response_Welcome_PP_TUR","response_time","response_time_Pictures_Break","response_time_Pictures_End","response_time_Pictures_response","response_time_Start_BRA","response_time_Start_DE","response_time_Start_E","response_time_Start_ELL","response_time_Start_HEB","response_time_Start_HIN","response_time_Start_HUN","response_time_Start_NOR","response_time_Start_PL","response_time_Start_POR","response_time_Start_SC","response_time_Start_SLK","response_time_Start_SPA","response_time_Start_TC","response_time_Start_THAI","response_time_Start_TUR","response_time_Target_response_Prac","response_time_Welcome_PP_BRA","response_time_Welcome_PP_DE","response_time_Welcome_PP_E","response_time_Welcome_PP_ELL","response_time_Welcome_PP_HEB","response_time_Welcome_PP_HIN","response_time_Welcome_PP_HUN","response_time_Welcome_PP_NOR","response_time_Welcome_PP_PL","response_time_Welcome_PP_POR","response_time_Welcome_PP_SC","response_time_Welcome_PP_SLK","response_time_Welcome_PP_SPA","response_time_Welcome_PP_TC","response_time_Welcome_PP_THAI","response_time_Welcome_PP_TUR","round_decimals","sampler_backend","sc","slk","sound_buf_size","sound_channels","sound_freq","sound_sample_size","spa","start","subject_nr","subject_parity","tc","thai","time_Check_This","time_Disable_Mouse","time_EXP","time_LAB_SEED","time_Language_Selection","time_List_Select","time_List_Selection","time_POR_selection","time_Pictures_Break","time_Pictures_End","time_Pictures_Exp","time_Pictures_Fixation","time_Pictures_Fixation_Prac","time_Pictures_Prac","time_Pictures_Start","time_Pictures_Target","time_Pictures_Trial","time_Pictures_Welcome","time_Pictures_loop","time_Pictures_response","time_Pictures_response_correct","time_Pictures_response_noans","time_Pictures_response_wrong","time_Prac","time_Prac_Count","time_Prac_Reset","time_Prac_Trial","time_Prac_loop","time_Prac_seq","time_Prac_setup","time_Start_BRA","time_Start_DE","time_Start_E","time_Start_ELL","time_Start_HEB","time_Start_HIN","time_Start_HUN","time_Start_NOR","time_Start_PL","time_Start_POR","time_Start_SC","time_Start_SLK","time_Start_SPA","time_Start_TC","time_Start_THAI","time_Start_TUR","time_Target_Prac","time_Target_response_Prac","time_Target_response_correct_Prac","time_Target_response_noans_Prac","time_Target_response_wrong_Prac","time_Trial_logger","time_Welcome_PP_BRA","time_Welcome_PP_DE","time_Welcome_PP_E","time_Welcome_PP_ELL","time_Welcome_PP_HEB","time_Welcome_PP_HIN","time_Welcome_PP_HUN","time_Welcome_PP_NOR","time_Welcome_PP_PL","time_Welcome_PP_POR","time_Welcome_PP_SC","time_Welcome_PP_SLK","time_Welcome_PP_SPA","time_Welcome_PP_TC","time_Welcome_PP_THAI","time_Welcome_PP_TUR","title","total_correct","total_response_time","total_responses","tur","uniform_coordinates","width"
"Y","5861","V","V","PP_LIST4.csv","guitarV.jpg","guitarV.jpg","100","100","587.588235294","587.588235294","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","0","NA","10","0","10","5","0","0","10","10","0","0","10","10","10","10","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","03/12/20 12:01:45","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\user\Desktop\PSA_ARRIAGA_PIÇARRA","no","mono","no","18","no","#0000ff","no","Portugal","yes","no","768","no","no","legacy","10","10","1","5","C:/Users/user/Desktop/PSA_ARRIAGA_PIÇARRA/RAW_DATA/PP/POR_001_PP_5.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","yes","no","yes","0","0","j","NA","NA","j","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","533","NA","NA","533","NA","NA","NA","NA","NA","NA","NA","NA","NA","4101","NA","NA","NA","NA","NA","NA","475","NA","NA","NA","NA","NA","NA","NA","NA","NA","28867","NA","NA","NA","NA","NA","NA","2","legacy","no","no","1024","2","48000","-16","no","EXP","5","odd","no","no","NA","19790","3233","3238","15422","19777","19776","18376","NA","NA","63137","81310","57488","48673","59021","81815","81308","19790","63137","81815","82351","NA","NA","48673","58971","48702","57486","48702","48702","48673","NA","NA","NA","NA","NA","NA","NA","NA","NA","59023","NA","NA","NA","NA","NA","NA","57993","57993","58471","NA","NA","82851","NA","NA","NA","NA","NA","NA","NA","NA","NA","19793","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","17","9989","17","no","yes","1024"
"N","5861","V","H","PP_LIST4.csv","bookV.jpg","bookH.jpg","100","100","596.722222222","596.722222222","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","0","NA","11","0","11","5","0","0","11","11","0","0","11","11","11","11","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","03/12/20 12:01:45","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\user\Desktop\PSA_ARRIAGA_PIÇARRA","no","mono","no","18","no","#0000ff","no","Portugal","yes","no","768","no","no","legacy","11","11","1","5","C:/Users/user/Desktop/PSA_ARRIAGA_PIÇARRA/RAW_DATA/PP/POR_001_PP_5.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","yes","no","yes","0","0","j","NA","NA","j","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","752","NA","NA","752","NA","NA","NA","NA","NA","NA","NA","NA","NA","4101","NA","NA","NA","NA","NA","NA","475","NA","NA","NA","NA","NA","NA","NA","NA","NA","28867","NA","NA","NA","NA","NA","NA","2","legacy","no","no","1024","2","48000","-16","no","EXP","5","odd","no","no","NA","19790","3233","3238","15422","19777","19776","18376","NA","NA","63137","83026","57488","48673","59021","83532","83024","19790","63137","83532","84287","NA","NA","48673","58971","48702","57486","48702","48702","48673","NA","NA","NA","NA","NA","NA","NA","NA","NA","59023","NA","NA","NA","NA","NA","NA","57993","57993","58471","NA","NA","84787","NA","NA","NA","NA","NA","NA","NA","NA","NA","19793","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","18","10741","18","no","yes","1024"
"Y","5861","H","H","PP_LIST4.csv","clothespinH.jpg","clothespinH.jpg","100","100","595.157894737","595.157894737","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","0","NA","12","0","12","5","0","0","12","12","0","0","12","12","12","12","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","03/12/20 12:01:45","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\user\Desktop\PSA_ARRIAGA_PIÇARRA","no","mono","no","18","no","#0000ff","no","Portugal","yes","no","768","no","no","legacy","12","12","1","5","C:/Users/user/Desktop/PSA_ARRIAGA_PIÇARRA/RAW_DATA/PP/POR_001_PP_5.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","yes","no","yes","0","0","j","NA","NA","j","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","567","NA","NA","567","NA","NA","NA","NA","NA","NA","NA","NA","NA","4101","NA","NA","NA","NA","NA","NA","475","NA","NA","NA","NA","NA","NA","NA","NA","NA","28867","NA","NA","NA","NA","NA","NA","2","legacy","no","no","1024","2","48000","-16","no","EXP","5","odd","no","no","NA","19790","3233","3238","15422","19777","19776","18376","NA","NA","63137","85004","57488","48673","59021","85509","85001","19790","63137","85509","86079","NA","NA","48673","58971","48702","57486","48702","48702","48673","NA","NA","NA","NA","NA","NA","NA","NA","NA","59023","NA","NA","NA","NA","NA","NA","57993","57993","58471","NA","NA","86579","NA","NA","NA","NA","NA","NA","NA","NA","NA","19793","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","19","11308","19","no","yes","1024"
"F","5861","F","F","PP_LIST4.csv","spider.jpg","couch.jpg","100","100","591.85","591.85","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","0","NA","13","0","13","5","0","0","13","13","0","0","13","13","13","13","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","03/12/20 12:01:45","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\user\Desktop\PSA_ARRIAGA_PIÇARRA","no","mono","no","18","no","#0000ff","no","Portugal","yes","no","768","no","no","legacy","13","13","1","5","C:/Users/user/Desktop/PSA_ARRIAGA_PIÇARRA/RAW_DATA/PP/POR_001_PP_5.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","yes","no","yes","0","0","f","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","529","NA","NA","529","NA","NA","NA","NA","NA","NA","NA","NA","NA","4101","NA","NA","NA","NA","NA","NA","475","NA","NA","NA","NA","NA","NA","NA","NA","NA","28867","NA","NA","NA","NA","NA","NA","2","legacy","no","no","1024","2","48000","-16","no","EXP","5","odd","no","no","NA","19790","3233","3238","15422","19777","19776","18376","NA","NA","63137","86770","57488","48673","59021","87275","86768","19790","63137","87275","87806","NA","NA","48673","58971","48702","57486","48702","48702","48673","NA","NA","NA","NA","NA","NA","NA","NA","NA","59023","NA","NA","NA","NA","NA","NA","57993","57993","58471","NA","NA","88307","NA","NA","NA","NA","NA","NA","NA","NA","NA","19793","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","20","11837","20","no","yes","1024"
"Y","5861","V","V","PP_LIST4.csv","pencilV.jpg","pencilV.jpg","100","100","588.619047619","588.619047619","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","0","NA","14","0","14","5","0","0","14","14","0","0","14","14","14","14","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","03/12/20 12:01:45","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\user\Desktop\PSA_ARRIAGA_PIÇARRA","no","mono","no","18","no","#0000ff","no","Portugal","yes","no","768","no","no","legacy","14","14","1","5","C:/Users/user/Desktop/PSA_ARRIAGA_PIÇARRA/RAW_DATA/PP/POR_001_PP_5.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","yes","no","yes","0","0","j","NA","NA","j","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","524","NA","NA","524","NA","NA","NA","NA","NA","NA","NA","NA","NA","4101","NA","NA","NA","NA","NA","NA","475","NA","NA","NA","NA","NA","NA","NA","NA","NA","28867","NA","NA","NA","NA","NA","NA","2","legacy","no","no","1024","2","48000","-16","no","EXP","5","odd","no","no","NA","19790","3233","3238","15422","19777","19776","18376","NA","NA","63137","88480","57488","48673","59021","88985","88478","19790","63137","88985","89511","NA","NA","48673","58971","48702","57486","48702","48702","48673","NA","NA","NA","NA","NA","NA","NA","NA","NA","59023","NA","NA","NA","NA","NA","NA","57993","57993","58471","NA","NA","90012","NA","NA","NA","NA","NA","NA","NA","NA","NA","19793","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","21","12361","21","no","yes","1024"
"F","5861","F","F","PP_LIST4.csv","wndmil.jpg","mitten.jpg","100","100","582.863636364","582.863636364","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","0","NA","15","0","15","5","0","0","15","15","0","0","15","15","15","15","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","03/12/20 12:01:45","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\user\Desktop\PSA_ARRIAGA_PIÇARRA","no","mono","no","18","no","#0000ff","no","Portugal","yes","no","768","no","no","legacy","15","15","1","5","C:/Users/user/Desktop/PSA_ARRIAGA_PIÇARRA/RAW_DATA/PP/POR_001_PP_5.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","yes","no","yes","0","0","f","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","462","NA","NA","462","NA","NA","NA","NA","NA","NA","NA","NA","NA","4101","NA","NA","NA","NA","NA","NA","475","NA","NA","NA","NA","NA","NA","NA","NA","NA","28867","NA","NA","NA","NA","NA","NA","2","legacy","no","no","1024","2","48000","-16","no","EXP","5","odd","no","no","NA","19790","3233","3238","15422","19777","19776","18376","NA","NA","63137","90245","57488","48673","59021","90750","90243","19790","63137","90750","91215","NA","NA","48673","58971","48702","57486","48702","48702","48673","NA","NA","NA","NA","NA","NA","NA","NA","NA","59023","NA","NA","NA","NA","NA","NA","57993","57993","58471","NA","NA","91715","NA","NA","NA","NA","NA","NA","NA","NA","NA","19793","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","22","12823","22","no","yes","1024"
"F","5861","F","F","PP_LIST4.csv","knife.jpg","ladder.jpg","100","100","587.434782609","587.434782609","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","0","NA","16","0","16","5","0","0","16","16","0","0","16","16","16","16","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","03/12/20 12:01:45","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\user\Desktop\PSA_ARRIAGA_PIÇARRA","no","mono","no","18","no","#0000ff","no","Portugal","yes","no","768","no","no","legacy","16","16","1","5","C:/Users/user/Desktop/PSA_ARRIAGA_PIÇARRA/RAW_DATA/PP/POR_001_PP_5.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","yes","no","yes","0","0","f","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","688","NA","NA","688","NA","NA","NA","NA","NA","NA","NA","NA","NA","4101","NA","NA","NA","NA","NA","NA","475","NA","NA","NA","NA","NA","NA","NA","NA","NA","28867","NA","NA","NA","NA","NA","NA","2","legacy","no","no","1024","2","48000","-16","no","EXP","5","odd","no","no","NA","19790","3233","3238","15422","19777","19776","18376","NA","NA","63137","91899","57488","48673","59021","92404","91896","19790","63137","92404","93095","NA","NA","48673","58971","48702","57486","48702","48702","48673","NA","NA","NA","NA","NA","NA","NA","NA","NA","59023","NA","NA","NA","NA","NA","NA","57993","57993","58471","NA","NA","93595","NA","NA","NA","NA","NA","NA","NA","NA","NA","19793","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","23","13511","23","no","yes","1024"
"N","5861","H","V","PP_LIST4.csv","penH.jpg","penV.jpg","100","100","586.875","586.875","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","0","NA","17","0","17","5","0","0","17","17","0","0","17","17","17","17","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","03/12/20 12:01:45","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\user\Desktop\PSA_ARRIAGA_PIÇARRA","no","mono","no","18","no","#0000ff","no","Portugal","yes","no","768","no","no","legacy","17","17","1","5","C:/Users/user/Desktop/PSA_ARRIAGA_PIÇARRA/RAW_DATA/PP/POR_001_PP_5.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","yes","no","yes","0","0","j","NA","NA","j","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","574","NA","NA","574","NA","NA","NA","NA","NA","NA","NA","NA","NA","4101","NA","NA","NA","NA","NA","NA","475","NA","NA","NA","NA","NA","NA","NA","NA","NA","28867","NA","NA","NA","NA","NA","NA","2","legacy","no","no","1024","2","48000","-16","no","EXP","5","odd","no","no","NA","19790","3233","3238","15422","19777","19776","18376","NA","NA","63137","93784","57488","48673","59021","94286","93782","19790","63137","94286","94863","NA","NA","48673","58971","48702","57486","48702","48702","48673","NA","NA","NA","NA","NA","NA","NA","NA","NA","59023","NA","NA","NA","NA","NA","NA","57993","57993","58471","NA","NA","95363","NA","NA","NA","NA","NA","NA","NA","NA","NA","19793","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","24","14085","24","no","yes","1024"
"Y","5861","H","H","PP_LIST4.csv","fire_extinguisherH.jpg","fire_extinguisherH.jpg","100","100","584.28","584.28","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","0","NA","18","0","18","5","0","0","18","18","0","0","18","18","18","18","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","03/12/20 12:01:45","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\user\Desktop\PSA_ARRIAGA_PIÇARRA","no","mono","no","18","no","#0000ff","no","Portugal","yes","no","768","no","no","legacy","18","18","1","5","C:/Users/user/Desktop/PSA_ARRIAGA_PIÇARRA/RAW_DATA/PP/POR_001_PP_5.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","yes","no","yes","0","0","j","NA","NA","j","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","522","NA","NA","522","NA","NA","NA","NA","NA","NA","NA","NA","NA","4101","NA","NA","NA","NA","NA","NA","475","NA","NA","NA","NA","NA","NA","NA","NA","NA","28867","NA","NA","NA","NA","NA","NA","2","legacy","no","no","1024","2","48000","-16","no","EXP","5","odd","no","no","NA","19790","3233","3238","15422","19777","19776","18376","NA","NA","63137","95529","57488","48673","59021","96034","95527","19790","63137","96034","96559","NA","NA","48673","58971","48702","57486","48702","48702","48673","NA","NA","NA","NA","NA","NA","NA","NA","NA","59023","NA","NA","NA","NA","NA","NA","57993","57993","58471","NA","NA","97059","NA","NA","NA","NA","NA","NA","NA","NA","NA","19793","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","25","14607","25","no","yes","1024"
"N","5861","V","H","PP_LIST4.csv","axeV.jpg","axeH.jpg","100","100","583.346153846","583.346153846","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","j","0","0","0","0","0","0","0","0","NA","19","0","19","5","0","0","19","19","0","0","19","19","19","19","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","03/12/20 12:01:45","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\user\Desktop\PSA_ARRIAGA_PIÇARRA","no","mono","no","18","no","#0000ff","no","Portugal","yes","no","768","no","no","legacy","19","19","1","5","C:/Users/user/Desktop/PSA_ARRIAGA_PIÇARRA/RAW_DATA/PP/POR_001_PP_5.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","yes","no","yes","0","0","j","NA","NA","j","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","560","NA","NA","560","NA","NA","NA","NA","NA","NA","NA","NA","NA","4101","NA","NA","NA","NA","NA","NA","475","NA","NA","NA","NA","NA","NA","NA","NA","NA","28867","NA","NA","NA","NA","NA","NA","2","legacy","no","no","1024","2","48000","-16","no","EXP","5","odd","no","no","NA","19790","3233","3238","15422","19777","19776","18376","NA","NA","63137","97227","57488","48673","59021","97732","97225","19790","63137","97732","98295","NA","NA","48673","58971","48702","57486","48702","48702","48673","NA","NA","NA","NA","NA","NA","NA","NA","NA","59023","NA","NA","NA","NA","NA","NA","57993","57993","58471","NA","NA","98795","NA","NA","NA","NA","NA","NA","NA","NA","NA","19793","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","26","15167","26","no","yes","1024"
"F","5861","F","F","PP_LIST4.csv","trmpet.jpg","tapedispenser.jpg","100","100","582.222222222","582.222222222","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","1","undefined","1","undefined","6","f","0","0","0","0","0","0","0","0","NA","20","0","20","5","0","0","20","20","0","0","20","20","20","20","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","03/12/20 12:01:45","no","Matching Tasks","yes","no","","no","OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp","C:\Users\user\Desktop\PSA_ARRIAGA_PIÇARRA","no","mono","no","18","no","#0000ff","no","Portugal","yes","no","768","no","no","legacy","20","20","1","5","C:/Users/user/Desktop/PSA_ARRIAGA_PIÇARRA/RAW_DATA/PP/POR_001_PP_5.csv","legacy","no","Kafkaesque Koffka","3.2.8","yes","5a7ce671e83246000deafe81","no","yes","no","yes","0","0","f","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","553","NA","NA","553","NA","NA","NA","NA","NA","NA","NA","NA","NA","4101","NA","NA","NA","NA","NA","NA","475","NA","NA","NA","NA","NA","NA","NA","NA","NA","28867","NA","NA","NA","NA","NA","NA","2","legacy","no","no","1024","2","48000","-16","no","EXP","5","odd","no","no","NA","19790","3233","3238","15422","19777","19776","18376","NA","NA","63137","98954","57488","48673","59021","99458","98952","19790","63137","99459","100015","NA","NA","48673","58971","48702","57486","48702","48702","48673","NA","NA","NA","NA","NA","NA","NA","NA","NA","59023","NA","NA","NA","NA","NA","NA","57993","57993","58471","NA","NA","100515","NA","NA","NA","NA","NA","NA","NA","NA","NA","19793","NA","NA","NA","NA","NA","NA","Orientation_PSA2018","27","15720","27","no","yes","1024"
